loss
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
8.11E-05
